hospital,control,location,teach,bedsize,region,teachloc
12321,2,1,0,3,3,2
12322,2,1,0,3,3,2
12323,2,1,0,3,3,2
12324,2,,,3,3,1
12325,1,1,0,2,3,2
12326,2,1,0,3,3,2
12327,1,1,0,2,3,2
12328,2,1,0,3,3,2
12329,3,1,0,3,3,2
12330,3,1,0,3,3,2
12331,3,1,0,2,3,2
12332,2,1,0,1,3,2
12333,3,1,1,3,3,3
12334,1,1,1,2,3,3
12336,2,1,0,3,3,2
12337,1,1,0,3,3,2
12338,1,1,0,1,3,2
12339,3,1,0,3,3,2
12340,2,1,0,3,3,2
12343,2,1,0,3,3,2
12376,0,1,1,3,3,3
12377,3,1,0,3,3,2
12378,2,0,0,2,3,1
12379,2,0,0,2,3,1
12382,2,1,0,1,3,2
12383,3,1,0,1,3,2
12386,2,1,0,1,3,2
12387,3,1,0,1,3,2
12388,3,1,0,1,3,2
12391,2,1,0,1,3,2
12392,3,1,0,1,3,2
12393,3,1,0,1,3,2
13001,3,1,0,1,3,2
13002,3,0,0,2,3,1
13003,2,1,0,3,3,2
13004,2,1,1,2,3,3
13005,1,0,0,1,3,1
13006,3,1,0,2,3,2
13007,1,0,0,3,3,1
13008,1,1,0,3,3,2
13009,2,1,0,2,3,2
13010,3,1,0,3,3,2
13011,0,1,1,2,3,3
13012,0,1,1,2,3,3
13013,0,1,1,3,3,3
13014,2,1,0,2,3,2
13015,0,1,1,1,3,3
13016,2,1,0,3,3,2
13017,0,1,1,2,3,3
13018,2,1,0,3,3,2
13019,2,1,0,1,3,2
13020,0,1,1,2,3,3
13021,1,1,1,2,3,3
13022,2,1,0,2,3,2
13023,3,1,0,3,3,2
13024,2,1,0,3,3,2
13025,2,1,0,1,3,2
13026,2,1,0,3,3,2
13027,1,0,0,3,3,1
13028,1,0,0,1,3,1
13029,1,0,0,3,3,1
13030,3,0,0,1,3,1
13031,1,1,0,3,3,2
13032,3,1,0,1,3,2
13033,1,0,0,1,3,1
13034,1,0,0,3,3,1
13035,2,0,0,1,3,1
13036,2,0,0,2,3,1
13037,2,0,0,3,3,1
13038,1,1,0,1,3,2
13039,2,1,0,2,3,2
13040,3,1,0,1,3,2
13041,3,1,0,2,3,2
13042,3,0,0,1,3,1
13043,3,0,0,1,3,1
13044,3,1,0,2,3,2
13045,1,0,0,1,3,1
13046,1,0,0,1,3,1
13047,1,0,0,1,3,1
13048,0,1,1,2,3,3
13049,3,1,0,2,3,2
13050,1,0,0,2,3,1
13051,1,0,0,1,3,1
13052,1,0,0,2,3,1
13053,2,1,0,1,3,2
13054,2,1,0,1,3,2
13055,3,0,0,2,3,1
13056,1,0,0,1,3,1
13057,2,1,0,1,3,2
13058,2,0,0,3,3,1
13059,2,1,0,3,3,2
13060,2,1,1,1,3,3
13061,1,0,0,2,3,1
13062,2,0,0,2,3,1
13063,3,0,0,3,3,1
13064,2,0,0,3,3,1
13065,2,1,0,2,3,2
13066,2,1,0,1,3,2
13067,1,0,0,2,3,1
13068,2,1,0,3,3,2
13069,1,0,0,2,3,1
13070,1,0,0,2,3,1
13071,3,0,0,3,3,1
13072,0,1,1,3,3,3
13073,1,0,0,2,3,1
13074,1,0,0,1,3,1
13075,1,0,0,1,3,1
13076,1,1,0,2,3,2
13077,1,1,0,1,3,2
13078,3,0,0,1,3,1
13079,3,0,0,3,3,1
13080,2,0,0,3,3,1
13081,1,0,0,2,3,1
13082,3,1,0,2,3,2
13083,3,0,0,2,3,1
13084,2,0,0,2,3,1
13085,2,0,0,2,3,1
13086,1,0,0,1,3,1
13087,1,0,0,2,3,1
13088,3,0,0,3,3,1
13089,1,0,0,1,3,1
13090,3,0,0,1,3,1
13091,3,1,0,1,3,2
13092,1,0,0,3,3,1
13093,2,0,0,3,3,1
13094,2,0,0,1,3,1
13095,3,1,0,2,3,2
13096,0,1,1,3,3,3
13097,3,1,0,2,3,2
13099,1,0,0,1,3,1
13100,2,1,0,3,3,2
13101,3,0,0,2,3,1
13102,1,0,0,3,3,1
13103,1,0,0,1,3,1
13104,1,0,0,1,3,1
13105,1,1,0,1,3,2
13106,3,0,0,2,3,1
13107,1,0,0,1,3,1
13108,1,0,0,3,3,1
13109,3,0,0,3,3,1
13110,3,1,0,1,3,2
13111,2,1,0,2,3,2
13112,3,0,0,1,3,1
13113,2,1,0,3,3,2
13114,-9,-9,-9,-9,3,-9
13115,1,0,0,1,3,1
13116,3,0,0,3,3,1
13117,2,0,0,2,3,1
13118,2,0,0,1,3,1
13119,1,0,0,2,3,1
13120,3,1,0,2,3,2
13121,0,1,1,3,3,3
13122,2,1,0,3,3,2
13123,3,1,0,2,3,2
13124,2,1,0,3,3,2
13125,2,1,0,1,3,2
13126,2,0,0,1,3,1
13127,1,1,0,2,3,2
13128,3,0,0,3,3,1
13129,2,1,0,2,3,2
13130,1,0,0,2,3,1
13131,1,0,0,1,3,1
13132,3,0,0,2,3,1
13133,2,0,0,3,3,1
13134,2,0,0,3,3,1
13135,1,1,0,1,3,2
13136,1,0,0,3,3,1
13137,3,1,0,2,3,2
13138,1,0,0,3,3,1
13139,1,0,0,3,3,1
13140,1,0,0,3,3,1
13141,1,1,0,1,3,2
13142,1,0,0,2,3,1
13143,2,0,0,3,3,1
13144,1,1,0,2,3,2
13145,1,0,0,2,3,1
13146,2,0,0,3,3,1
13147,1,0,0,1,3,1
13148,3,1,0,1,3,2
13149,2,0,0,2,3,1
13150,1,1,0,1,3,2
13151,1,0,0,1,3,1
13152,1,0,0,1,3,1
13153,2,1,0,2,3,2
13154,1,0,0,1,3,1
13155,1,0,0,1,3,1
13156,2,0,0,1,3,1
13157,1,0,0,1,3,1
13158,2,1,0,1,3,2
13159,3,1,0,1,3,2
13178,0,1,1,1,3,3
13181,0,1,1,2,3,3
13185,2,1,0,3,3,2
13191,2,1,0,2,3,2
13193,2,1,0,2,3,2
13197,2,1,0,1,3,2
13198,3,1,0,1,3,2
13201,3,1,0,1,3,2
15001,2,1,0,1,4,2
15002,2,1,0,2,4,2
15003,1,0,0,3,4,1
15005,4,0,0,3,4,1
15007,1,0,0,3,4,1
15010,1,0,0,3,4,1
15011,4,0,0,2,4,1
15012,0,1,1,2,4,3
15013,2,1,0,2,4,2
15015,0,1,1,1,4,3
15017,0,1,1,2,4,3
15019,0,1,1,1,4,3
15020,2,1,0,1,4,2
15021,2,1,0,2,4,2
15022,0,1,1,1,4,3
15023,1,0,0,1,4,1
15026,4,0,0,2,4,1
15029,-9,-9,-9,-9,4,-9
17002,2,,,1,2,1
17003,2,1,1,1,2,3
17004,0,1,0,3,2,2
17005,2,1,1,2,2,3
17006,2,1,0,2,2,2
17007,0,1,0,1,2,2
17009,2,1,1,1,2,3
17010,2,1,1,1,2,3
17011,2,0,1,3,2,1
17015,0,1,0,1,2,2
17016,0,1,0,1,2,2
17017,0,1,0,2,2,2
17018,1,1,1,3,2,3
17019,2,1,0,2,2,2
17020,0,1,0,3,2,2
17021,4,0,0,2,2,1
17023,0,1,1,2,2,3
17024,4,0,0,3,2,1
17026,0,1,0,2,2,2
17027,2,1,0,3,2,2
17028,2,1,0,1,2,2
17030,2,0,0,3,2,1
17031,0,1,0,2,2,2
17032,2,,,3,2,2
17033,0,1,1,1,2,3
17034,2,1,1,3,2,3
17035,4,0,0,3,2,1
17036,3,1,0,2,2,2
17037,2,0,0,2,2,1
17038,2,,,3,2,1
17039,4,0,0,3,2,1
17040,2,0,0,2,2,1
17042,2,0,0,1,2,1
17043,2,1,1,2,2,3
17045,2,0,0,1,2,1
17047,0,1,1,2,2,3
17048,1,0,0,2,2,1
17049,2,1,1,3,2,3
17050,1,0,0,2,2,1
17051,4,0,0,3,2,1
17053,4,0,0,3,2,1
17054,1,0,0,2,2,1
17056,4,0,0,3,2,1
17057,0,1,0,2,2,2
17058,1,0,0,3,2,1
17059,3,1,0,3,2,2
17060,2,1,0,2,2,2
17061,4,0,0,3,2,1
17062,4,0,0,3,2,1
17063,0,1,1,3,2,3
17064,2,1,1,1,2,3
17066,2,0,0,2,2,1
17068,2,1,1,1,2,3
17069,4,0,0,1,2,1
17070,2,1,0,2,2,2
17071,1,0,0,1,2,1
17072,2,1,0,1,2,2
17073,0,1,0,3,2,2
17074,3,1,1,3,2,3
17075,4,0,0,2,2,1
17078,0,1,0,2,2,2
17079,1,0,0,3,2,1
17081,4,0,0,2,2,1
17082,0,1,0,2,2,2
17083,2,1,0,2,2,2
17084,1,0,0,1,2,1
17085,0,1,1,2,2,3
17087,1,0,0,3,2,1
17088,0,1,0,2,2,2
17089,2,1,1,1,2,3
17090,0,1,0,2,2,2
17091,2,0,0,2,2,1
17092,2,0,0,3,2,1
17093,1,0,0,1,2,1
17094,2,1,1,1,2,3
17095,2,1,1,2,2,3
17096,2,0,0,1,2,1
17097,3,,,2,2,2
17098,1,,,1,2,1
17099,2,1,1,2,2,3
17100,2,1,0,1,2,2
17102,2,1,0,3,2,2
17104,2,1,1,1,2,3
17105,3,1,0,1,2,2
17107,4,0,1,3,2,1
17108,2,0,0,2,2,1
17109,0,1,1,3,2,3
17110,0,1,1,1,2,3
17111,0,1,0,1,2,2
17113,1,0,0,1,2,1
17114,0,1,0,3,2,2
17116,1,,,1,2,2
17117,1,,,2,2,2
17120,2,0,0,3,2,1
17121,0,1,0,3,2,2
17122,2,1,0,3,2,2
17123,2,1,1,3,2,3
17124,1,0,0,2,2,1
17125,2,1,0,1,2,2
17126,0,1,1,1,2,3
17127,0,1,0,3,2,2
17128,0,1,1,1,2,3
17130,0,1,0,2,2,2
17132,0,1,1,1,2,3
17134,2,1,0,1,2,2
17135,0,1,0,3,2,2
17137,2,0,0,1,2,1
17139,4,0,0,3,2,1
17141,1,0,0,3,2,1
17142,4,0,0,2,2,1
17143,0,1,0,2,2,2
17144,0,1,0,1,2,2
17145,2,1,0,2,2,2
17148,2,1,0,2,2,2
17149,0,1,1,2,2,3
17150,0,1,0,2,2,2
17151,0,1,1,1,2,3
17152,2,0,0,3,2,1
17155,2,0,0,1,2,1
17156,2,,,1,2,3
17157,2,0,0,3,2,1
17158,0,1,0,3,2,2
17159,2,1,0,2,2,2
17160,1,0,0,2,2,1
17164,2,1,0,3,2,2
17165,2,1,0,2,2,2
17166,3,,,1,2,2
17167,2,1,1,1,2,3
17168,0,1,0,3,2,2
17169,4,0,0,3,2,1
17170,0,1,0,3,2,2
17171,0,1,0,3,2,2
17172,2,1,1,2,2,3
17173,2,0,0,3,2,1
17174,4,0,0,3,2,1
17176,1,0,0,1,2,1
17177,1,,,1,2,1
17178,4,0,0,2,2,1
17179,2,1,0,3,2,2
17180,2,1,0,3,2,2
17181,2,0,0,2,2,1
17182,0,1,0,2,2,2
17183,4,0,0,3,2,1
17184,2,1,1,3,2,3
17185,0,1,0,2,2,2
17187,2,1,0,2,2,2
17188,0,1,1,2,2,3
17189,1,0,0,2,2,1
17190,2,1,0,2,2,2
17191,2,0,0,2,2,1
17193,2,1,0,3,2,2
17194,3,1,1,1,2,3
17195,2,1,0,2,2,2
17196,0,1,0,2,2,2
17197,2,1,0,3,2,2
17198,1,0,0,2,2,1
17199,2,1,1,1,2,3
17200,4,0,0,1,2,1
17201,0,1,1,2,2,3
17202,1,0,0,1,2,1
17203,0,1,1,1,2,3
17204,1,0,0,2,2,1
17205,0,1,1,1,2,3
17206,2,0,0,1,2,1
17207,0,1,1,3,2,3
17208,1,0,0,1,2,1
17210,0,1,1,3,2,3
17211,2,1,0,3,2,2
17212,3,1,0,1,2,2
17213,0,1,0,2,2,2
17214,0,1,0,3,2,2
17215,1,1,0,2,2,2
17216,4,0,0,2,2,1
17217,2,0,0,1,2,1
17218,4,0,0,3,2,1
17220,1,1,0,1,2,2
17222,1,1,1,2,2,3
17223,2,1,0,3,2,2
17225,0,1,0,3,2,2
17229,1,0,0,1,2,1
17230,0,1,0,2,2,2
17231,0,1,0,3,2,2
17232,0,1,0,1,2,2
17233,1,0,0,2,2,1
17235,4,0,0,2,2,1
17238,1,0,0,3,2,1
17239,4,0,0,2,2,1
17240,2,1,0,2,2,2
17241,3,1,0,1,2,2
17242,2,1,0,3,2,2
17244,2,0,0,2,2,1
17245,2,1,0,3,2,2
17246,2,,,3,2,2
17247,2,1,0,3,2,2
17248,1,0,0,3,2,1
17251,0,1,0,3,2,2
17252,0,1,0,2,2,2
17254,1,0,0,1,2,1
17255,2,0,0,2,2,1
17256,3,0,0,2,2,1
17258,0,1,0,2,2,2
17260,2,1,1,2,2,3
17261,0,1,1,1,2,3
17262,0,1,1,2,2,3
17265,0,1,0,2,2,2
17266,0,1,0,2,2,2
17267,2,1,0,2,2,2
17271,0,1,0,3,2,2
17272,1,1,0,1,2,2
17273,0,1,0,3,2,2
17275,4,0,0,2,2,1
17278,4,0,0,1,2,1
17281,0,1,0,3,2,2
17283,0,1,0,1,2,2
17284,0,1,0,2,2,2
18002,0,1,1,3,2,3
18004,0,1,1,3,2,3
18005,4,0,0,1,2,1
18006,0,1,0,3,2,2
18008,4,0,0,2,2,1
18009,0,1,1,3,2,3
18010,0,1,1,3,2,3
18011,0,1,0,3,2,2
18012,1,0,0,1,2,1
18013,1,0,0,3,2,1
18014,0,1,0,1,2,2
18016,0,1,1,2,2,3
18017,0,1,0,1,2,2
18018,1,0,0,2,2,1
18019,0,1,0,3,2,2
18020,0,1,1,2,2,3
18022,0,1,0,2,2,2
18023,0,1,0,2,2,2
18026,1,0,0,3,2,1
18027,0,1,0,1,2,2
18028,1,0,0,1,2,1
18029,4,0,0,3,2,1
18032,0,1,0,1,2,2
18035,0,1,0,1,2,2
18042,0,1,0,2,2,2
18043,0,1,1,1,2,3
18044,1,0,0,1,2,1
18045,0,1,0,1,2,2
18048,0,1,0,1,2,2
18051,0,1,0,3,2,2
18052,4,0,0,3,2,1
18053,4,0,0,3,2,1
18054,0,1,0,1,2,2
18055,0,1,0,2,2,2
18056,0,1,0,2,2,2
18057,0,1,0,3,2,2
18058,0,1,0,3,2,2
18062,0,1,1,2,2,3
18063,0,1,1,3,2,3
18066,0,1,1,3,2,3
18068,0,1,0,2,2,2
18069,4,0,0,1,2,1
18070,4,0,0,1,2,1
18071,4,0,0,3,2,1
18073,4,0,0,1,2,1
18074,1,0,0,3,2,1
18076,0,1,0,2,2,2
18084,4,0,0,1,2,1
18092,4,0,0,2,2,1
18093,0,1,0,1,2,2
18094,0,1,0,1,2,2
18096,0,1,0,1,2,2
18099,4,0,0,2,2,1
18101,0,1,0,2,2,2
18102,0,1,0,2,2,2
18103,0,1,0,1,2,2
18104,1,0,0,1,2,1
18106,0,1,0,2,2,2
18108,4,0,0,2,2,1
18109,4,0,0,3,2,1
18114,0,1,0,3,2,2
18115,0,1,0,3,2,2
18118,0,1,1,2,2,3
18119,4,0,0,2,2,1
18122,4,0,0,1,2,1
18123,0,1,0,1,2,2
18124,1,0,0,3,2,1
18125,4,0,0,2,2,1
18126,1,0,0,3,2,1
18127,4,0,0,3,2,1
18128,1,0,0,3,2,1
18129,4,0,0,3,2,1
18130,0,1,0,1,2,2
18131,1,0,0,1,2,1
18132,0,1,0,2,2,2
18135,0,1,1,2,2,3
18137,0,1,0,1,2,2
18141,0,1,0,2,2,2
18142,0,1,0,1,2,2
18152,0,1,0,3,2,2
19001,4,0,0,1,2,1
19002,0,1,0,2,2,2
19003,2,1,0,1,2,2
19004,4,0,0,2,2,1
19005,2,0,0,3,2,1
19006,2,0,0,2,2,1
19008,0,1,1,2,2,3
19009,1,0,0,1,2,1
19011,1,0,0,1,2,1
19012,1,0,0,2,2,1
19013,2,0,0,1,2,1
19014,4,0,0,1,2,1
19015,1,,,1,2,1
19017,1,,,1,2,1
19018,2,,,3,2,2
19019,2,0,0,3,2,1
19020,1,0,0,2,2,1
19021,1,0,0,1,2,1
19022,1,0,0,2,2,1
19023,1,0,0,1,2,1
19024,4,0,0,1,2,1
19025,4,0,0,2,2,1
19026,1,0,0,1,2,1
19027,2,,,1,2,1
19028,1,0,0,2,2,1
19029,1,0,0,1,2,1
19031,0,1,0,3,2,2
19032,2,0,0,1,2,1
19034,2,0,0,3,2,1
19035,1,0,0,2,2,1
19037,2,1,0,3,2,2
19038,2,0,0,1,2,1
19039,2,0,0,1,2,1
19040,1,0,0,2,2,1
19041,4,0,0,1,2,1
19043,1,0,0,2,2,1
19044,1,0,0,1,2,1
19045,0,1,1,1,2,3
19046,4,0,0,2,2,1
19047,1,0,0,2,2,1
19048,1,0,0,1,2,1
19049,1,0,0,1,2,1
19050,2,1,0,2,2,2
19051,1,0,0,1,2,1
19052,2,1,1,2,2,3
19053,1,1,0,1,2,2
19054,0,1,1,1,2,3
19055,1,0,0,1,2,1
19056,1,0,0,2,2,1
19057,1,0,0,1,2,1
19058,2,1,1,2,2,3
19059,1,0,0,2,2,1
19060,2,,,1,2,1
19061,1,0,0,2,2,1
19062,2,1,0,2,2,2
19063,1,0,0,1,2,1
19064,1,0,0,3,2,1
19065,2,0,0,1,2,1
19066,1,0,0,2,2,1
19067,2,,,3,2,2
19068,1,0,0,1,2,1
19069,1,0,0,1,2,1
19070,2,0,0,1,2,1
19071,2,,,2,2,1
19072,2,0,0,2,2,1
19073,1,0,0,1,2,1
19074,4,0,0,3,2,1
19075,1,0,0,1,2,1
19076,1,0,0,2,2,1
19077,2,1,0,3,2,2
19078,1,1,1,1,2,3
19079,2,1,1,3,2,3
19080,1,0,0,2,2,1
19081,4,0,0,2,2,1
19082,1,0,0,1,2,1
19084,2,0,0,2,2,1
19085,4,0,0,1,2,1
19086,1,0,0,2,2,1
19087,1,0,0,1,2,1
19088,2,1,0,3,2,2
19089,1,0,0,3,2,1
19090,4,0,0,2,2,1
19091,2,0,0,2,2,1
19092,1,0,0,3,2,1
19093,1,1,0,1,2,2
19094,4,0,0,1,2,1
19095,1,0,0,2,2,1
19096,1,0,0,1,2,1
19097,1,0,0,1,2,1
19098,2,0,0,1,2,1
19099,2,0,0,1,2,1
19100,1,,,1,2,1
19101,1,0,0,2,2,1
19102,2,0,0,2,2,1
19103,1,0,0,3,2,1
19104,1,0,0,2,2,1
19105,2,0,0,1,2,1
19106,4,0,0,2,2,1
19107,1,0,0,1,2,1
19108,1,0,0,1,2,1
19109,1,0,0,1,2,1
19110,1,0,0,1,2,1
19111,1,0,0,2,2,1
19113,2,,,3,2,1
19114,1,0,0,1,2,1
19115,3,1,0,2,2,2
19116,1,0,0,1,2,1
19117,2,0,0,1,2,1
19118,1,0,0,2,2,1
19119,4,0,0,2,2,1
19120,1,0,0,1,2,1
19121,1,,,1,2,1
19122,2,0,0,1,2,1
19126,2,0,0,1,2,1
19127,1,0,0,3,2,1
19128,1,0,0,2,2,1
19129,1,0,0,2,2,1
19130,2,0,0,1,2,1
19131,1,,,1,2,1
19133,2,,,3,2,2
19134,1,0,0,2,2,1
19135,1,0,0,1,2,1
19136,1,1,1,3,2,3
19137,4,0,0,1,2,1
19138,4,0,1,3,2,1
19139,2,1,0,3,2,2
19140,0,1,1,3,2,3
19141,0,1,0,1,2,2
19142,0,1,0,1,2,2
20001,1,0,0,2,2,1
20003,1,0,0,2,2,1
20005,1,0,0,1,2,1
20006,1,0,0,1,2,1
20007,2,0,0,2,2,1
20009,1,0,1,3,2,1
20012,4,0,0,1,2,1
20014,1,0,0,1,2,1
20015,1,0,0,1,2,1
20016,2,0,0,1,2,1
20017,2,0,0,1,2,1
20018,2,0,0,3,2,1
20019,4,0,0,1,2,1
20020,1,0,0,1,2,1
20021,1,0,0,1,2,1
20022,1,0,0,1,2,1
20023,2,0,0,1,2,1
20024,2,0,0,1,2,1
20027,1,0,0,3,2,1
20028,3,1,0,2,2,2
20029,1,0,0,1,2,1
20030,1,0,0,1,2,1
20031,2,0,0,1,2,1
20032,1,0,0,1,2,1
20033,1,0,0,1,2,1
20034,2,0,0,1,2,1
20035,1,0,0,1,2,1
20036,2,0,0,2,2,1
20037,1,0,0,2,2,1
20038,1,0,0,1,2,1
20040,2,1,0,1,2,2
20042,1,0,0,1,2,1
20043,2,1,0,3,2,2
20044,1,0,0,1,2,1
20048,2,0,0,1,2,1
20050,1,0,0,3,2,1
20051,1,0,0,2,2,1
20052,1,0,0,1,2,1
20053,1,0,0,1,2,1
20056,4,0,0,2,2,1
20057,1,0,0,1,2,1
20059,3,0,0,2,2,1
20060,1,1,1,2,2,3
20061,2,0,0,3,2,1
20062,1,0,0,1,2,1
20063,2,1,0,2,2,2
20064,4,0,0,2,2,1
20065,2,1,0,3,2,2
20066,2,1,0,1,2,2
20067,1,0,0,1,2,1
20068,2,1,0,3,2,2
20069,1,0,0,1,2,1
20072,4,0,0,3,2,1
20073,4,0,0,1,2,1
20074,1,0,0,1,2,1
20075,2,1,0,3,2,2
20076,2,0,0,1,2,1
20077,2,0,0,2,2,1
20078,1,0,0,1,2,1
20079,1,0,0,2,2,1
20082,2,0,0,1,2,1
20083,1,0,0,1,2,1
20086,1,0,0,1,2,1
20087,2,0,0,1,2,1
20089,2,1,0,1,2,2
20091,1,0,0,1,2,1
20094,2,0,0,2,2,1
20095,1,0,0,1,2,1
20097,1,0,0,1,2,1
20098,1,0,0,1,2,1
20099,1,0,0,2,2,1
20100,1,0,0,1,2,1
20101,1,0,0,1,2,1
20103,1,0,0,2,2,1
20104,1,0,0,1,2,1
20105,1,0,0,1,2,1
20108,1,0,0,1,2,1
20109,2,1,0,3,2,2
20110,2,0,0,2,2,1
20113,1,0,0,1,2,1
20114,4,0,0,2,2,1
20115,4,0,0,2,2,1
20116,2,0,0,3,2,1
20117,1,0,0,3,2,1
20118,1,0,0,1,2,1
20121,2,0,0,3,2,1
20122,2,0,0,3,2,1
20124,1,0,0,2,2,1
20125,1,1,0,2,2,2
20126,4,0,0,1,2,1
20128,4,0,0,1,2,1
20129,4,0,0,1,2,1
20130,3,1,0,3,2,2
20131,4,0,0,1,2,1
20132,2,0,0,1,2,1
20133,1,0,0,1,2,1
20134,2,0,0,1,2,1
20135,1,0,0,1,2,1
20137,1,0,0,1,2,1
20138,2,1,0,1,2,2
20139,4,0,0,3,2,1
20140,1,0,0,1,2,1
20142,1,0,0,1,2,1
20143,2,0,0,1,2,1
20144,1,0,0,3,2,1
20145,1,0,0,2,2,1
20146,2,0,0,1,2,1
20149,1,0,0,1,2,1
20151,1,0,0,1,2,1
20153,1,0,0,2,2,1
20154,2,1,0,1,2,2
20155,3,0,0,1,2,1
20156,2,0,0,2,2,1
20158,1,0,0,1,2,1
20159,1,0,0,1,2,1
20160,4,0,0,1,2,1
20161,3,1,1,2,2,3
20162,2,0,0,1,2,1
20166,0,1,0,3,2,2
20168,1,0,0,2,2,1
20169,1,0,0,1,2,1
20170,2,0,0,3,2,1
20171,2,0,0,2,2,1
20172,2,1,0,3,2,2
20174,1,0,0,1,2,1
20175,4,0,0,1,2,1
20176,4,0,0,1,2,1
20177,1,0,0,1,2,1
20178,0,1,0,1,2,2
20179,0,1,0,1,2,2
20180,0,1,0,2,2,2
20181,4,0,0,1,2,1
20183,0,1,0,3,2,2
20184,0,1,0,1,2,2
21003,2,1,0,3,3,2
21005,3,0,0,2,3,1
21007,2,1,0,3,3,2
21008,2,1,0,2,3,2
21009,1,0,0,1,3,1
21010,2,0,0,2,3,1
21011,1,0,0,2,3,1
21013,3,0,0,3,3,1
21014,2,0,0,3,3,1
21015,1,0,0,1,3,1
21016,1,0,0,1,3,1
21017,1,0,0,3,3,1
21018,1,0,0,1,3,1
21019,2,0,0,1,3,1
21020,2,0,0,3,3,1
21022,0,1,1,2,3,3
21023,2,1,0,2,3,2
21024,2,0,0,2,3,1
21025,2,0,0,3,3,1
21026,1,0,0,3,3,1
21027,1,0,0,2,3,1
21028,2,1,0,2,3,2
21029,3,0,0,3,3,1
21030,1,0,0,1,3,1
21031,3,0,0,2,3,1
21032,3,1,0,1,3,2
21033,2,0,1,3,3,1
21035,1,0,0,2,3,1
21036,2,0,0,3,3,1
21037,2,0,0,1,3,1
21038,2,0,0,3,3,1
21039,2,0,0,1,3,1
21040,2,0,0,1,3,1
21041,2,0,1,3,3,1
21043,2,1,0,2,3,2
21045,2,0,0,2,3,1
21046,2,0,0,1,3,1
21047,3,0,0,2,3,1
21048,2,1,0,3,3,2
21050,2,1,0,1,3,2
21052,3,1,0,1,3,2
21055,2,1,0,3,3,2
21058,0,1,1,1,3,3
21060,0,1,1,2,3,3
21062,0,1,1,2,3,3
21064,2,0,0,2,3,1
21065,3,0,0,3,3,1
21067,0,1,1,2,3,3
21068,0,1,1,2,3,3
21070,2,1,0,2,3,2
21074,2,1,0,3,3,2
21076,2,1,0,2,3,2
21077,2,0,1,3,3,1
21078,2,0,0,2,3,1
21079,2,0,0,1,3,1
21080,3,0,0,3,3,1
21081,2,0,0,1,3,1
21082,3,0,0,3,3,1
21083,2,0,0,2,3,1
21084,2,0,0,3,3,1
21086,2,0,0,1,3,1
21087,2,0,0,3,3,1
21088,2,0,0,1,3,1
21089,1,0,0,3,3,1
21090,2,0,0,3,3,1
21091,2,0,0,3,3,1
21093,3,0,0,2,3,1
21094,3,1,0,1,3,2
21095,2,0,0,3,3,1
