hospital,control,location,teach,bedsize,region,teachloc
36146,0,1,0,3,1,2
36147,0,1,1,3,1,3
36148,1,0,0,3,1,1
36149,0,1,0,3,1,2
36151,0,1,0,1,1,2
36152,2,1,1,3,1,3
36153,0,1,0,1,1,2
36154,3,1,0,2,1,2
36155,2,1,1,3,1,3
36160,0,0,0,3,1,1
36161,0,1,0,3,1,2
36164,0,1,1,1,1,3
36166,2,1,0,2,1,2
36169,0,1,1,2,1,3
36170,1,1,1,1,1,3
36172,0,1,1,2,1,3
36173,2,1,0,1,1,2
36175,2,1,0,2,1,2
36177,0,0,0,2,1,1
36178,2,1,0,1,1,2
36179,2,1,0,2,1,2
36180,1,1,1,3,1,3
36181,0,1,1,1,1,3
36182,1,1,1,2,1,3
36183,2,1,0,3,1,2
36184,0,1,0,2,1,2
36186,0,1,1,2,1,3
36187,0,1,1,2,1,3
36188,0,1,1,3,1,3
36189,0,0,0,3,1,1
36190,0,1,0,3,1,2
36191,0,1,0,3,1,2
36192,2,0,0,3,1,1
36193,1,1,1,3,1,3
36194,0,1,1,3,1,3
36197,2,1,0,1,1,2
36198,0,1,0,1,1,2
36200,2,1,0,3,1,2
36201,0,1,1,3,1,3
36207,0,1,0,3,1,2
36208,0,1,0,2,1,2
36209,0,0,0,3,1,1
36210,2,0,0,1,1,1
36211,2,0,0,1,1,1
36212,0,0,0,2,1,1
36214,0,1,1,3,1,3
36215,0,1,0,3,1,2
36217,0,0,0,3,1,1
36218,0,1,0,1,1,2
36219,2,1,1,1,1,3
36220,0,1,0,1,1,2
36221,0,1,0,2,1,2
36222,0,1,0,1,1,2
36223,0,1,0,3,1,2
36224,0,1,0,1,1,2
36226,0,1,1,2,1,3
36227,2,1,0,1,1,2
36229,2,0,0,3,1,1
36231,0,1,0,1,1,2
36232,0,1,1,1,1,3
36233,0,1,1,3,1,3
36234,0,1,1,3,1,3
36235,2,0,0,2,1,1
36236,3,1,0,3,1,2
36237,0,1,0,1,1,2
36238,0,0,0,1,1,1
36242,2,1,1,3,1,3
36243,0,1,0,3,1,2
36244,0,1,1,2,1,3
36245,2,1,0,3,1,2
36246,0,0,0,2,1,1
36247,0,1,0,2,1,2
36248,0,1,1,3,1,3
36251,0,1,0,1,1,2
36253,2,1,1,1,1,3
36254,0,1,0,2,1,2
36255,0,0,0,3,1,1
36257,0,1,1,1,1,3
36258,0,1,1,3,1,3
36259,0,1,0,3,1,2
36260,0,1,0,2,1,2
36261,2,1,0,2,1,2
36262,0,1,0,3,1,2
36264,1,0,0,2,1,1
36265,2,0,0,2,1,1
36266,0,1,0,2,1,2
36268,2,0,0,1,1,1
36273,0,1,0,1,1,2
36274,0,0,0,2,1,1
36277,0,1,0,1,1,2
36279,1,1,0,3,1,2
36282,2,0,1,3,1,1
36285,3,1,0,3,1,2
36286,0,1,0,2,1,2
36287,0,1,1,1,1,3
36288,2,1,0,3,1,2
36289,0,1,1,1,1,3
36291,1,1,1,1,1,3
36292,2,1,1,1,1,3
36293,2,1,0,2,1,2
36296,0,1,0,1,1,2
36297,0,1,0,1,1,2
36298,2,1,0,1,1,2
36300,0,1,1,3,1,3
36303,2,1,1,2,1,3
36306,0,1,0,3,1,2
36308,0,1,0,2,1,2
36309,2,0,0,2,1,1
36310,0,1,1,2,1,3
36311,0,1,1,3,1,3
36313,0,1,0,2,1,2
36314,0,1,1,1,1,3
36317,0,1,1,3,1,3
36323,0,1,0,3,1,2
36324,0,1,0,1,1,2
36326,1,1,0,2,1,2
36327,0,1,1,1,1,3
36328,0,0,0,3,1,1
36329,2,1,0,1,1,2
36330,0,1,0,3,1,2
36335,0,1,0,2,1,2
36337,0,1,1,3,1,3
36338,0,1,0,1,1,2
36340,0,1,1,2,1,3
36341,0,1,1,3,1,3
36342,0,0,0,3,1,1
36345,0,1,0,3,1,2
36346,0,1,0,3,1,2
36347,0,0,0,1,1,1
36348,0,1,0,3,1,2
36350,0,0,0,1,1,1
37002,0,1,1,3,3,3
37003,2,1,0,3,3,2
37004,2,1,0,1,3,2
37006,0,1,1,3,3,3
37007,2,1,0,1,3,2
37008,2,1,0,1,3,2
37010,2,0,0,3,3,1
37011,2,0,0,3,3,1
37012,1,0,0,2,3,1
37013,1,0,0,1,3,1
37014,2,0,0,2,3,1
37015,1,1,0,2,3,2
37016,0,1,1,3,3,3
37018,2,1,0,2,3,2
37020,2,0,0,3,3,1
37021,1,0,0,3,3,1
37022,0,1,1,3,3,3
37025,2,0,0,2,3,1
37026,2,1,0,3,3,2
37027,2,0,0,3,3,1
37028,2,0,0,3,3,1
37029,2,0,0,3,3,1
37030,1,1,0,2,3,2
37031,2,0,0,3,3,1
37032,2,0,0,2,3,1
37033,1,0,0,3,3,1
37034,2,0,0,3,3,1
37035,2,1,0,2,3,2
37036,1,1,0,3,3,2
37037,2,0,0,2,3,1
37038,2,0,0,1,3,1
37040,2,1,0,2,3,2
37041,1,0,0,2,3,1
37042,1,1,0,1,3,2
37043,3,1,0,3,3,2
37044,3,0,0,3,3,1
37045,2,1,0,3,3,2
37046,3,1,0,1,3,2
37047,2,0,0,3,3,1
37048,3,0,0,3,3,1
37050,3,1,0,1,3,2
37051,2,0,0,2,3,1
37052,2,0,0,2,3,1
37054,1,0,0,3,3,1
37055,2,0,0,2,3,1
37056,2,1,0,3,3,2
37057,2,0,0,3,3,1
37058,2,1,0,1,3,2
37059,0,1,1,3,3,3
37061,1,0,0,3,3,1
37063,1,0,0,3,3,1
37064,2,0,0,3,3,1
37065,2,1,0,3,3,2
37066,1,0,0,3,3,1
37067,2,0,0,3,3,1
37068,1,0,0,2,3,1
37069,1,0,0,2,3,1
37070,2,0,0,1,3,1
37071,2,0,0,3,3,1
37072,3,0,0,2,3,1
37073,2,0,0,2,3,1
37074,2,0,0,1,3,1
37075,1,1,0,2,3,2
37077,3,0,0,3,3,1
37079,1,0,0,2,3,1
37080,2,1,0,1,3,2
37081,0,1,1,1,3,3
37082,1,0,0,3,3,1
37083,2,0,0,3,3,1
37084,1,1,0,1,3,2
37085,2,0,0,3,3,1
37086,2,1,0,1,3,2
37087,1,0,0,2,3,1
37088,0,1,1,3,3,3
37089,2,0,0,2,3,1
37090,2,1,0,3,3,2
37091,0,1,1,3,3,3
37092,2,0,0,3,3,1
37093,1,0,0,1,3,1
37094,1,0,0,3,3,1
37095,1,0,0,2,3,1
37096,1,1,0,2,3,2
37098,2,1,0,3,3,2
37099,1,1,0,3,3,2
37100,2,0,0,3,3,1
37101,1,0,0,3,3,1
37102,2,1,0,1,3,2
37103,2,1,0,1,3,2
37104,2,0,0,3,3,1
37105,2,0,0,2,3,1
37106,1,0,0,3,3,1
37107,2,1,0,2,3,2
37108,2,1,0,1,3,2
37115,2,1,0,1,3,2
37120,3,0,0,2,3,1
37121,2,0,0,3,3,1
37123,2,1,0,3,3,2
37124,2,0,0,2,3,1
37126,2,0,0,1,3,1
37129,3,1,0,1,3,2
37130,2,1,0,2,3,2
37131,3,1,0,1,3,2
37132,2,1,0,1,3,2
37133,3,1,0,1,3,2
37135,2,1,0,1,3,2
39002,0,1,1,3,2,3
39003,0,1,1,2,2,3
39004,0,1,0,2,2,2
39005,0,1,0,1,2,2
39006,4,0,0,3,2,1
39008,4,0,0,3,2,1
39009,0,1,1,1,2,3
39010,0,1,0,1,2,2
39011,0,1,0,2,2,2
39012,0,1,0,2,2,2
39013,0,1,0,1,2,2
39014,-9,-9,-9,-9,2,-9
39015,4,0,0,2,2,1
39017,0,1,0,2,2,2
39019,0,1,0,1,2,2
39020,4,0,0,3,2,1
39022,4,0,0,3,2,1
39024,0,1,1,3,2,3
39025,0,1,0,3,2,2
39026,0,1,1,3,2,3
39027,0,1,1,1,2,3
39028,0,1,0,2,2,2
39029,0,1,1,1,2,3
39030,0,1,0,2,2,2
39034,0,1,1,3,2,3
39035,0,1,0,3,2,2
39037,0,1,0,3,2,2
39038,0,1,0,3,2,2
39039,0,1,0,2,2,2
39040,0,1,1,1,2,3
39041,0,1,1,3,2,3
39042,1,0,0,3,2,1
39043,0,1,1,2,2,3
39044,0,1,0,3,2,2
39045,0,1,1,3,2,3
39046,0,1,1,3,2,3
39047,0,1,1,3,2,3
39049,0,1,0,1,2,2
39050,0,1,1,1,2,3
39052,4,0,0,3,2,1
39053,0,1,0,3,2,2
39054,0,1,0,2,2,2
39055,0,1,1,1,2,3
39057,0,1,1,2,2,3
39058,0,1,1,3,2,3
39060,4,0,0,3,2,1
39061,4,0,0,3,2,1
39063,0,1,0,3,2,2
39064,0,1,0,3,2,2
39066,4,0,0,1,2,1
39071,4,0,0,1,2,1
39073,4,0,0,1,2,1
39074,4,0,0,3,2,1
39076,1,0,0,1,2,1
39077,1,0,0,3,2,1
39078,4,0,0,3,2,1
39079,0,1,1,3,2,3
39080,0,1,0,3,2,2
39081,0,1,0,3,2,2
39082,0,1,0,3,2,2
39083,0,1,0,3,2,2
39084,0,1,0,1,2,2
39085,1,0,0,2,2,1
39087,0,1,0,3,2,2
39089,0,1,0,2,2,2
39090,0,1,0,1,2,2
39091,4,0,0,3,2,1
39096,0,1,1,1,2,3
39097,0,1,0,3,2,2
39100,0,1,0,3,2,2
39101,0,1,0,3,2,2
39103,0,1,0,1,2,2
39107,4,0,0,3,2,1
39109,0,1,0,3,2,2
39111,0,1,0,1,2,2
39114,1,0,0,1,2,1
39115,0,1,0,1,2,2
39116,4,0,0,3,2,1
39117,0,1,1,1,2,3
39118,0,1,0,2,2,2
39122,4,0,0,3,2,1
39123,0,1,0,3,2,2
39124,0,1,0,2,2,2
39125,4,0,0,3,2,1
39126,0,1,0,3,2,2
39130,0,1,1,1,2,3
39132,0,1,1,3,2,3
39133,0,1,0,2,2,2
39137,0,1,0,1,2,2
39138,0,1,0,2,2,2
39139,0,1,1,2,2,3
39140,0,1,0,3,2,2
39141,1,0,0,2,2,1
39142,0,1,0,2,2,2
39143,4,0,0,2,2,1
39144,1,0,0,1,2,1
39145,0,1,0,2,2,2
39148,1,0,0,3,2,1
39149,0,1,0,2,2,2
39150,0,1,1,3,2,3
39151,4,0,0,3,2,1
39153,0,1,1,2,2,3
39156,0,1,1,2,2,3
39160,0,1,0,2,2,2
39162,0,1,1,1,2,3
39165,0,1,0,2,2,2
39168,0,1,0,1,2,2
39170,4,0,0,1,2,1
39172,0,1,0,1,2,2
39174,0,1,0,1,2,2
40001,2,0,0,2,3,1
40003,3,0,0,3,3,1
40004,2,0,0,3,3,1
40006,3,1,0,1,3,2
40008,1,1,0,1,3,2
40009,2,1,0,1,3,2
40010,1,0,0,3,3,1
40011,1,0,0,1,3,1
40012,3,1,0,1,3,2
40016,1,0,0,1,3,1
40019,3,1,0,1,3,2
40021,1,0,0,1,3,1
40022,2,0,0,1,3,1
40023,1,0,0,1,3,1
40025,1,0,0,1,3,1
40026,1,0,0,1,3,1
40027,1,0,0,1,3,1
40028,3,0,0,1,3,1
40032,0,1,1,3,3,3
40034,1,0,0,1,3,1
40037,3,1,0,3,3,2
40039,1,1,0,1,3,2
40040,1,0,0,2,3,1
40041,2,0,0,1,3,1
40043,0,1,1,1,3,3
40044,2,0,0,2,3,1
40046,3,0,0,1,3,1
40047,3,1,0,1,3,2
40049,1,0,0,1,3,1
40050,1,1,0,1,3,2
40051,3,1,0,1,3,2
40052,1,0,0,1,3,1
40055,3,1,0,1,3,2
40059,0,1,1,2,3,3
40061,1,0,0,1,3,1
40062,2,0,0,3,3,1
40063,1,1,0,1,3,2
40065,3,1,0,1,3,2
40068,2,0,0,1,3,1
40069,1,0,0,1,3,1
40072,3,1,0,1,3,2
40073,3,1,0,1,3,2
40074,2,0,1,3,3,1
40076,1,1,0,1,3,2
40078,2,0,0,1,3,1
40079,2,0,0,3,3,1
40080,3,1,0,1,3,2
40081,2,0,0,3,3,1
40082,1,0,0,3,3,1
40083,2,0,0,1,3,1
40084,1,0,0,1,3,1
40085,3,1,0,1,3,2
40086,3,1,0,1,3,2
40087,1,0,0,1,3,1
40091,3,0,0,1,3,1
40092,2,1,0,1,3,2
40093,0,1,1,3,3,3
40094,3,0,0,1,3,1
40095,3,1,0,1,3,2
40097,2,0,0,2,3,1
40098,1,0,0,1,3,1
40100,1,0,0,2,3,1
40103,3,1,0,1,3,2
40104,3,1,0,1,3,2
40105,1,0,0,1,3,1
40107,1,0,0,1,3,1
40108,1,0,0,1,3,1
40109,3,1,0,1,3,2
40112,3,1,0,3,3,2
40113,2,0,0,2,3,1
40114,1,0,0,2,3,1
40115,0,1,1,1,3,3
40117,1,0,0,1,3,1
40119,1,0,0,1,3,1
40121,3,1,0,1,3,2
40123,1,1,0,1,3,2
40125,3,1,0,1,3,2
40126,2,1,0,1,3,2
40130,2,1,0,1,3,2
40131,0,1,1,3,3,3
40132,1,0,0,2,3,1
40133,3,1,0,1,3,2
40136,1,0,0,1,3,1
40137,2,0,0,3,3,1
40142,3,1,0,1,3,2
41001,4,0,0,3,4,1
41003,1,0,0,2,4,1
41004,1,0,0,2,4,1
41005,4,0,1,3,4,1
41006,2,0,0,2,4,1
41007,2,1,0,1,4,2
41008,0,1,1,3,4,3
41010,1,0,0,1,4,1
41011,4,0,0,2,4,1
41013,1,0,0,2,4,1
41014,1,0,0,1,4,1
41015,2,1,0,3,4,2
41016,2,1,0,3,4,2
41017,2,0,0,3,4,1
41019,1,0,0,1,4,1
41023,3,0,0,2,4,1
41024,2,1,0,2,4,2
41025,2,1,1,2,4,3
41026,2,1,0,3,4,2
41027,2,0,0,2,4,1
41028,2,1,0,2,4,2
41029,2,1,0,1,4,2
41030,1,0,0,3,4,1
41033,2,1,0,1,4,2
41035,1,0,0,1,4,1
41036,1,0,0,3,4,1
41037,0,1,1,1,4,3
41039,4,0,0,3,4,1
41040,2,1,0,3,4,2
41041,4,0,0,2,4,1
41043,3,1,0,1,4,2
41045,2,0,0,1,4,1
41046,1,0,0,1,4,1
41048,2,0,0,3,4,1
41049,3,1,0,1,4,2
41050,2,1,0,1,4,2
41051,0,1,1,3,4,3
41052,4,0,0,3,4,1
41053,2,1,0,1,4,2
41056,2,0,0,1,4,1
41057,1,0,0,1,4,1
41058,3,1,0,1,4,2
41059,1,0,0,1,4,1
41060,2,1,0,1,4,2
41061,2,0,0,1,4,1
41062,4,0,0,2,4,1
41064,0,1,1,3,4,3
41066,4,0,0,3,4,1
41068,2,1,0,1,4,2
41071,2,0,0,1,4,1
41073,2,0,0,1,4,1
41074,4,0,0,2,4,1
41077,2,0,0,1,4,1
41078,2,1,0,1,4,2
41082,1,0,0,1,4,1
41084,0,1,1,3,4,3
41085,2,1,0,2,4,2
41086,4,0,0,3,4,1
42001,2,1,0,2,1,2
42004,0,1,1,2,1,3
42005,2,0,0,3,1,1
42006,0,1,0,2,1,2
42009,2,1,1,1,1,3
42013,3,,,1,1,2
42014,0,1,0,2,1,2
42019,2,,,2,1,2
42020,0,1,0,2,1,2
42022,0,1,1,3,1,3
42025,0,1,1,1,1,3
42026,2,0,0,1,1,1
42027,2,0,0,1,1,1
42028,0,1,0,3,1,2
42029,2,0,0,1,1,1
42031,0,1,0,2,1,2
42032,2,0,0,2,1,1
42034,0,1,0,1,1,2
42035,0,1,0,2,1,2
42036,0,1,1,1,1,3
42037,0,1,1,1,1,3
42038,0,1,1,3,1,3
42039,2,,,3,1,3
42042,2,1,0,2,1,2
42043,0,1,1,1,1,3
42044,2,1,0,2,1,2
42049,0,0,0,2,1,1
42050,0,1,0,2,1,2
42051,0,1,0,3,1,2
42052,2,1,1,1,1,3
42053,2,1,1,3,1,3
42056,0,1,0,1,1,2
42057,2,0,0,3,1,1
42059,2,1,0,1,1,2
42060,0,0,0,3,1,1
42062,0,1,0,2,1,2
42064,0,0,0,2,1,1
42065,2,,,3,1,2
42066,0,1,0,1,1,2
42067,0,0,1,3,1,1
42068,0,1,0,1,1,2
42073,0,1,0,1,1,2
42074,2,1,0,2,1,2
42075,0,0,0,3,1,1
42078,2,,,2,1,3
42079,0,0,0,2,1,1
42080,0,1,1,3,1,3
42081,1,,,2,1,2
42085,0,1,0,1,1,2
42087,0,1,0,3,1,2
42088,0,1,0,1,1,2
42089,0,0,0,3,1,1
42090,2,1,0,1,1,2
42091,0,1,0,2,1,2
42093,0,0,0,1,1,1
42094,0,1,0,2,1,2
42096,2,1,0,2,1,2
42097,0,1,1,1,1,3
42098,2,,,3,1,2
42100,0,0,0,2,1,1
42105,0,1,1,1,1,3
42106,2,,,3,1,3
42107,0,1,1,1,1,3
42108,2,1,1,1,1,3
42110,2,1,0,2,1,2
42111,0,1,0,2,1,2
42112,2,0,0,2,1,1
42113,2,,,2,1,3
42114,0,0,0,1,1,1
42116,2,1,1,3,1,3
42118,0,0,0,3,1,1
42120,0,1,0,2,1,2
42121,0,1,0,2,1,2
42124,2,1,0,2,1,2
42125,0,1,0,1,1,2
42127,0,1,0,2,1,2
42128,0,0,0,2,1,1
42130,2,1,1,1,1,3
42132,0,1,0,1,1,2
42135,2,,,1,1,2
42136,0,1,0,1,1,2
42137,2,0,0,3,1,1
42138,1,1,0,1,1,2
42140,0,0,0,2,1,1
42141,2,1,0,2,1,2
42142,0,1,0,2,1,2
42143,0,1,0,2,1,2
42144,2,0,0,2,1,1
42145,0,0,0,3,1,1
42146,2,1,0,3,1,2
42147,2,,,1,1,2
42150,0,1,0,2,1,2
42153,2,0,0,2,1,1
42154,0,1,0,3,1,2
42155,0,1,0,1,1,2
42157,2,,,2,1,2
42158,2,1,1,3,1,3
42159,3,,,1,1,2
42160,2,1,0,2,1,2
42162,2,,,3,1,3
42163,2,,,3,1,2
42165,2,1,0,2,1,2
42167,0,1,1,1,1,3
42168,0,1,1,1,1,3
42170,0,0,0,2,1,1
42172,2,1,0,3,1,2
42174,0,0,0,3,1,1
42175,2,,,1,1,2
42177,2,1,0,3,1,2
42179,0,1,0,1,1,2
42181,0,1,1,1,1,3
42184,2,0,0,1,1,1
42185,2,,,3,1,1
42186,0,0,0,3,1,1
42187,2,1,0,1,1,2
42190,0,0,0,3,1,1
42192,0,1,0,3,1,2
42193,2,1,0,1,1,2
42195,2,,,1,1,2
42198,2,1,0,3,1,2
42201,0,1,1,3,1,3
42204,2,1,0,1,1,2
42211,0,1,1,1,1,3
42212,2,0,0,3,1,1
42213,0,1,0,3,1,2
42218,2,1,0,3,1,2
42220,3,1,0,1,1,2
42222,2,0,0,2,1,1
42224,3,1,0,1,1,2
42225,0,1,0,1,1,2
42226,2,0,0,3,1,1
42227,0,1,0,1,1,2
42228,0,1,1,1,1,3
42229,2,,,1,1,3
42230,0,0,0,3,1,1
42231,2,,,3,1,2
42232,2,1,1,2,1,3
42233,0,1,0,1,1,2
42235,0,1,0,1,1,2
42236,2,1,0,2,1,2
42237,0,1,1,1,1,3
42240,0,1,0,1,1,2
42241,0,1,0,1,1,2
42243,2,0,0,2,1,1
42246,2,1,1,2,1,3
42247,2,1,1,1,1,3
42248,0,1,0,3,1,2
42250,2,,,1,1,3
42251,0,1,1,1,1,3
42255,0,1,0,2,1,2
42257,2,,,2,1,1
42258,2,1,1,2,1,3
42261,0,0,0,2,1,1
42262,0,0,0,3,1,1
42263,3,1,0,2,1,2
42266,2,1,1,2,1,3
42267,0,0,0,1,1,1
42268,0,1,1,3,1,3
42269,2,1,1,1,1,3
42270,2,,,2,1,2
42271,2,,,1,1,2
42272,2,1,0,2,1,2
42274,0,1,1,1,1,3
42276,2,1,1,1,1,3
42278,2,1,0,1,1,2
42279,0,1,0,1,1,2
42284,0,1,0,2,1,2
42285,0,1,1,2,1,3
42287,2,1,0,2,1,2
42288,0,1,1,3,1,3
42289,0,1,1,1,1,3
42290,0,1,1,1,1,3
42291,0,1,1,1,1,3
42293,2,0,0,3,1,1
42294,2,,,2,1,2
42297,3,,,2,1,2
42298,2,,,2,1,2
42302,2,1,0,1,1,2
42303,2,0,0,2,1,1
42309,0,1,0,1,1,2
42311,0,1,1,2,1,3
42312,0,1,0,1,1,2
42313,2,1,0,2,1,2
42314,2,1,0,2,1,2
42316,0,1,1,2,1,3
42318,2,1,1,2,1,3
42320,0,1,0,3,1,2
42321,0,1,0,3,1,2
42323,0,1,1,3,1,3
42324,2,1,1,2,1,3
42325,2,1,1,3,1,3
42329,0,1,1,2,1,3
42330,0,1,1,1,1,3
42332,2,1,1,3,1,3
42333,0,1,1,3,1,3
44001,0,0,0,3,1,1
44002,0,1,0,3,1,2
44003,0,1,1,1,1,3
44005,0,1,1,3,1,3
44006,0,1,1,1,1,3
44007,0,1,0,1,1,2
44008,0,1,0,3,1,2
44010,0,1,0,2,1,2
44011,0,1,1,1,1,3
45001,2,1,0,2,3,2
45002,1,1,0,1,3,2
45003,1,0,0,2,3,1
45010,2,0,0,2,3,1
45013,2,1,1,2,3,3
45016,3,1,0,2,3,2
45020,2,1,0,2,3,2
45021,0,1,1,3,3,3
45022,2,1,0,3,3,2
45023,1,0,0,1,3,1
45024,1,0,0,1,3,1
45025,2,1,0,3,3,2
45026,2,0,0,2,3,1
45029,2,0,0,3,3,1
45030,1,0,0,1,3,1
45033,2,1,0,3,3,2
45036,3,1,0,3,3,2
45037,3,1,0,2,3,2
45038,1,0,0,3,3,1
45041,1,0,0,1,3,1
45043,1,0,0,2,3,1
45044,1,1,0,2,3,2
45045,2,1,0,1,3,2
45046,1,1,1,3,3,3
45047,1,0,0,3,3,1
45048,1,0,0,1,3,1
45049,2,1,0,1,3,2
45051,3,1,0,3,3,2
45052,1,1,0,2,3,2
45054,1,0,0,2,3,1
45056,1,1,0,1,3,2
45058,2,1,0,3,3,2
45062,2,0,0,3,3,1
45063,1,1,1,3,3,3
45064,1,0,0,3,3,1
45065,2,1,0,1,3,2
45067,3,0,0,3,3,1
45068,1,0,0,1,3,1
45070,3,1,0,2,3,2
45071,2,1,0,1,3,2
45072,3,0,0,2,3,1
45074,3,0,0,3,3,1
45075,1,0,0,3,3,1
45076,2,1,0,3,3,2
45079,-9,-9,-9,-9,3,-9
45080,2,0,0,3,3,1
45082,3,1,0,3,3,2
45083,1,0,0,1,3,1
45086,2,1,0,2,3,2
45087,1,0,0,2,3,1
45088,2,0,0,3,3,1
45089,2,1,0,2,3,2
45090,1,1,0,1,3,2
45091,1,0,0,2,3,1
45092,1,0,0,1,3,1
45093,1,0,0,3,3,1
45094,2,1,0,1,3,2
45096,1,0,0,1,3,1
45099,3,1,0,3,3,2
45100,2,1,1,2,3,3
45102,3,1,0,3,3,2
45103,3,1,0,1,3,2
45104,3,1,0,1,3,2
45105,1,0,0,3,3,1
45107,2,0,0,3,3,1
46001,0,1,0,1,2,2
46002,4,0,0,1,2,1
46004,4,0,0,1,2,1
46005,4,0,0,1,2,1
46006,4,0,0,1,2,1
46007,1,0,0,1,2,1
46009,4,0,0,1,2,1
46010,4,0,0,1,2,1
46012,4,0,0,2,2,1
46013,4,0,0,1,2,1
46015,4,0,0,1,2,1
46016,4,0,0,1,2,1
46018,4,0,0,1,2,1
46019,4,0,0,1,2,1
46020,4,0,0,3,2,1
46022,4,0,0,1,2,1
46023,4,0,0,3,2,1
46025,4,0,0,1,2,1
46026,0,1,1,3,2,3
46028,4,0,0,1,2,1
46029,1,0,0,1,2,1
46030,0,1,1,2,2,3
46031,4,0,0,2,2,1
46033,4,0,0,2,2,1
46034,4,0,0,3,2,1
46035,0,1,0,1,2,2
46036,1,0,0,1,2,1
46037,4,0,0,1,2,1
46038,4,0,0,3,2,1
46039,4,0,0,1,2,1
46040,4,0,0,1,2,1
46041,4,0,0,3,2,1
46045,1,0,0,1,2,1
46047,4,0,0,1,2,1
46053,4,0,0,1,2,1
47001,3,0,0,2,3,1
47002,3,1,0,2,3,2
47003,2,1,0,1,3,2
47004,0,1,1,2,3,3
47005,2,1,0,2,3,2
47006,3,0,0,2,3,1
47007,1,1,0,1,3,2
47008,2,1,0,3,3,2
47009,1,1,0,2,3,2
47010,3,0,0,2,3,1
47011,3,0,0,1,3,1
47012,3,1,0,1,3,2
47013,1,0,0,3,3,1
47014,0,1,1,3,3,3
47015,2,0,0,1,3,1
47016,2,1,0,3,3,2
47017,3,1,0,1,3,2
47018,3,0,0,2,3,1
47019,2,1,0,3,3,2
47020,2,0,0,2,3,1
47021,3,0,0,2,3,1
47022,3,1,0,2,3,2
47023,0,1,1,2,3,3
47024,2,1,0,2,3,2
47025,2,1,0,1,3,2
47026,2,1,1,3,3,3
47027,2,1,0,3,3,2
47028,3,0,0,1,3,1
47030,2,1,1,3,3,3
47031,3,1,0,1,3,2
47032,2,1,0,3,3,2
47033,0,1,1,3,3,3
47034,2,0,0,2,3,1
47035,2,1,0,1,3,2
47036,1,1,0,2,3,2
47037,2,1,0,1,3,2
47038,2,1,0,3,3,2
47039,1,0,0,3,3,1
47040,1,1,0,2,3,2
47041,3,1,0,2,3,2
47042,0,1,1,3,3,3
47043,0,1,1,2,3,3
47045,0,1,1,3,3,3
47046,3,1,0,3,3,2
47047,2,0,0,1,3,1
47048,2,1,0,2,3,2
47049,2,0,0,2,3,1
47050,3,1,0,3,3,2
47052,1,0,0,1,3,1
47055,1,1,0,2,3,2
47056,3,1,0,2,3,2
