year,hospital,mergeid,control,location,teach,bedsize,region
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48056,200148056,0,1,1,3,3
2001,48099,200148099,3,1,0,3,3
2001,48099,200148099,3,1,0,3,3
2001,48127,200148127,2,1,0,3,3
2001,48185,200148185,0,1,1,3,3
2001,48202,200148202,2,1,0,3,3
2001,48220,200148220,3,1,0,2,3
2002,13018,200213018,2,1,0,3,3
2002,13072,200213072,0,1,1,3,3
2002,19136,200219136,0,1,1,3,2
2002,19136,200219136,0,1,1,3,2
2002,19136,200219136,0,1,1,3,2
2002,19136,200219136,0,1,1,3,2
2002,21062,200221062,0,1,1,2,3
2002,21062,200221062,0,1,1,2,3
2002,24041,200224041,2,0,0,3,3
2002,24068,200224068,0,1,1,2,3
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,27108,200227108,0,1,1,3,2
2002,29066,200229066,0,1,1,1,2
2002,29185,200229185,0,1,1,3,2
2002,29185,200229185,0,1,1,3,2
2002,29185,200229185,0,1,1,3,2
2002,29185,200229185,0,1,1,3,2
2002,29185,200229185,0,1,1,3,2
2002,29185,200229185,0,1,1,3,2
2002,29185,200229185,0,1,1,3,2
2002,29185,200229185,0,1,1,3,2
2002,29185,200229185,0,1,1,3,2
2002,29185,200229185,0,1,1,3,2
2002,29185,200229185,0,1,1,3,2
2002,29185,200229185,0,1,1,3,2
2002,29185,200229185,0,1,1,3,2
2002,29185,200229185,0,1,1,3,2
2002,34085,200234085,0,1,1,3,1
2002,36133,200236133,0,1,0,3,1
2002,36155,200236155,0,1,1,1,1
2002,37016,200237016,0,1,1,3,3
2002,37016,200237016,0,1,1,3,3
2002,37022,200237022,0,1,1,3,3
2002,37022,200237022,0,1,1,3,3
2002,41008,200241008,0,1,1,3,4
2002,42158,200242158,0,1,1,2,1
2002,42237,200242237,0,1,1,1,1
2002,48020,200248020,0,1,1,2,3
2002,48038,200248038,0,1,1,1,3
2002,48038,200248038,0,1,1,1,3
2002,48038,200248038,0,1,1,1,3
2002,48038,200248038,0,1,1,1,3
2002,48038,200248038,0,1,1,1,3
2002,48038,200248038,0,1,1,1,3
2002,48038,200248038,0,1,1,1,3
2002,48038,200248038,0,1,1,1,3
2002,48041,200248041,1,1,0,2,3
2002,48055,200248055,0,1,1,2,3
2002,48055,200248055,0,1,1,2,3
2002,48247,200248247,0,1,1,3,3
2003,27045,200327045,0,1,1,2,2
2003,29096,200329096,0,1,1,1,2
2003,29096,200329096,0,1,1,1,2
2003,29185,200329185,0,1,1,3,2
2003,29185,200329185,0,1,1,3,2
2003,29185,200329185,0,1,1,3,2
2003,29185,200329185,0,1,1,3,2
2003,29185,200329185,0,1,1,3,2
2003,29185,200329185,0,1,1,3,2
2003,29185,200329185,0,1,1,3,2
2003,29185,200329185,0,1,1,3,2
2003,29185,200329185,0,1,1,3,2
2003,29185,200329185,0,1,1,3,2
2003,29185,200329185,0,1,1,3,2
2003,29185,200329185,0,1,1,3,2
2003,29185,200329185,0,1,1,3,2
2003,36109,200336109,0,1,1,3,1
2003,36125,200336125,0,1,1,3,1
2003,36125,200336125,0,1,1,3,1
2003,36125,200336125,0,1,1,3,1
2003,36125,200336125,0,1,1,3,1
2003,36125,200336125,0,1,1,3,1
2003,36201,200336201,0,1,1,3,1
2003,36201,200336201,0,1,1,3,1
2003,36201,200336201,0,1,1,3,1
2003,36201,200336201,0,1,1,3,1
2003,36201,200336201,0,1,1,3,1
2003,36201,200336201,0,1,1,3,1
2003,36201,200336201,0,1,1,3,1
2003,36201,200336201,0,1,1,3,1
2003,36201,200336201,0,1,1,3,1
2003,36201,200336201,0,1,1,3,1
2003,36201,200336201,0,1,1,3,1
2003,36201,200336201,0,1,1,3,1
2003,37016,200337016,0,1,1,3,3
2003,37016,200337016,0,1,1,3,3
2003,37022,200337022,0,1,1,3,3
2003,37121,200337121,2,0,0,3,3
2003,42080,200342080,0,1,1,3,1
2003,42080,200342080,0,1,1,3,1
2003,42080,200342080,0,1,1,3,1
2003,42080,200342080,0,1,1,3,1
2003,42080,200342080,0,1,1,3,1
2003,42080,200342080,0,1,1,3,1
2003,42323,200342323,0,1,1,3,1
2003,42323,200342323,0,1,1,3,1
2003,42323,200342323,0,1,1,3,1
2003,42323,200342323,0,1,1,3,1
2003,42323,200342323,0,1,1,3,1
2003,42323,200342323,0,1,1,3,1
2003,42323,200342323,0,1,1,3,1
2003,42323,200342323,0,1,1,3,1
2003,42323,200342323,0,1,1,3,1
2003,42323,200342323,0,1,1,3,1
2003,42323,200342323,0,1,1,3,1
2003,42323,200342323,0,1,1,3,1
2003,42323,200342323,0,1,1,3,1
2003,42323,200342323,0,1,1,3,1
2003,42323,200342323,0,1,1,3,1
2003,47033,200347033,0,1,1,3,3
2003,47084,200347084,1,0,0,3,3
2003,48003,200348003,0,1,1,3,3
2003,48003,200348003,0,1,1,3,3
2003,48003,200348003,0,1,1,3,3
2003,48003,200348003,0,1,1,3,3
2003,48003,200348003,0,1,1,3,3
2003,48003,200348003,0,1,1,3,3
2003,48093,200348093,3,1,0,3,3
2003,48099,200348099,3,1,0,3,3
2003,48127,200348127,2,1,0,3,3
2003,48127,200348127,2,1,0,3,3
2003,48147,200348147,0,1,1,3,3
2003,48173,200348173,2,1,0,3,3
2003,48194,200348194,0,1,1,2,3
2003,48194,200348194,0,1,1,2,3
2003,48194,200348194,0,1,1,2,3
2003,48220,200348220,3,1,0,3,3
2004,13017,200413017,0,1,1,2,3
2004,13072,200413072,0,1,1,3,3
2004,19136,200419136,0,1,1,3,2
2004,21062,200421062,0,1,1,2,3
2004,21062,200421062,0,1,1,2,3
2004,29185,200429185,0,1,1,3,2
2004,29185,200429185,0,1,1,3,2
2004,29185,200429185,0,1,1,3,2
2004,29185,200429185,0,1,1,3,2
2004,29185,200429185,0,1,1,3,2
2004,29185,200429185,0,1,1,3,2
2004,29185,200429185,0,1,1,3,2
2004,29185,200429185,0,1,1,3,2
2004,29185,200429185,0,1,1,3,2
2004,29185,200429185,0,1,1,3,2
2004,29185,200429185,0,1,1,3,2
2004,29185,200429185,0,1,1,3,2
2004,29185,200429185,0,1,1,3,2
2004,29185,200429185,0,1,1,3,2
2004,29185,200429185,0,1,1,3,2
2004,29185,200429185,0,1,1,3,2
2004,34084,200434084,0,1,0,3,1
2004,34087,200434087,0,1,0,3,1
2004,36073,200436073,0,1,1,2,1
2004,36073,200436073,0,1,1,2,1
2004,36073,200436073,0,1,1,2,1
2004,36073,200436073,0,1,1,2,1
2004,36125,200436125,0,1,1,3,1
2004,36125,200436125,0,1,1,3,1
2004,36125,200436125,0,1,1,3,1
2004,36125,200436125,0,1,1,3,1
2004,36125,200436125,0,1,1,3,1
2004,36125,200436125,0,1,1,3,1
2004,36201,200436201,0,1,1,3,1
2004,36201,200436201,0,1,1,3,1
2004,36201,200436201,0,1,1,3,1
2004,36201,200436201,0,1,1,3,1
2004,36201,200436201,0,1,1,3,1
2004,36201,200436201,0,1,1,3,1
2004,36201,200436201,0,1,1,3,1
2004,36201,200436201,0,1,1,3,1
2004,36201,200436201,0,1,1,3,1
2004,36201,200436201,0,1,1,3,1
2004,36201,200436201,0,1,1,3,1
2004,36201,200436201,0,1,1,3,1
2004,36201,200436201,0,1,1,3,1
2004,47026,200447026,0,1,1,3,3
2004,47030,200447030,0,1,1,3,3
2004,47030,200447030,0,1,1,3,3
2004,47030,200447030,0,1,1,3,3
2004,47030,200447030,0,1,1,3,3
2004,48003,200448003,0,1,1,3,3
2004,48003,200448003,0,1,1,3,3
2004,48003,200448003,0,1,1,3,3
2004,48003,200448003,0,1,1,3,3
2004,48136,200448136,0,1,1,3,3
2004,48136,200448136,0,1,1,3,3
2004,48136,200448136,0,1,1,3,3
2004,48136,200448136,0,1,1,3,3
2004,48136,200448136,0,1,1,3,3
2004,48136,200448136,0,1,1,3,3
2004,48143,200448143,3,1,0,3,3
2004,48143,200448143,3,1,0,3,3
2004,48143,200448143,3,1,0,3,3
2004,48143,200448143,3,1,0,3,3
2004,48143,200448143,3,1,0,3,3
2004,48143,200448143,3,1,0,3,3
2004,48143,200448143,3,1,0,3,3
2004,48143,200448143,3,1,0,3,3
2004,48143,200448143,3,1,0,3,3
2004,48143,200448143,3,1,0,3,3
2004,48147,200448147,0,1,1,3,3
2004,48147,200448147,0,1,1,3,3
2004,48212,200448212,0,1,1,1,3
2004,48366,200448366,3,1,0,1,3
2005,13018,200513018,2,1,0,3,3
2005,13181,200513181,0,1,1,2,3
2005,21007,200521007,2,1,0,3,3
2005,21007,200521007,2,1,0,3,3
2005,29072,200529072,0,1,1,3,2
2005,29096,200529096,0,1,1,1,2
2005,34087,200534087,0,1,0,3,1
2005,36055,200536055,0,1,1,3,1
2005,36055,200536055,0,1,1,3,1
2005,36055,200536055,0,1,1,3,1
2005,36137,200536137,0,1,1,3,1
2005,36137,200536137,0,1,1,3,1
2005,36137,200536137,0,1,1,3,1
2005,36317,200536317,0,1,1,3,1
2005,37016,200537016,0,1,1,3,3
2005,37022,200537022,0,1,1,3,3
2005,37022,200537022,0,1,1,3,3
2005,37022,200537022,0,1,1,3,3
2005,37022,200537022,0,1,1,3,3
2005,37022,200537022,0,1,1,3,3
2005,37022,200537022,0,1,1,3,3
2005,37022,200537022,0,1,1,3,3
2005,37022,200537022,0,1,1,3,3
2005,37022,200537022,0,1,1,3,3
2005,41064,200541064,2,1,0,3,4
2005,41064,200541064,2,1,0,3,4
2005,47033,200547033,0,1,1,2,3
2005,47134,200547134,0,1,1,3,3
2005,47134,200547134,0,1,1,3,3
2005,47134,200547134,0,1,1,3,3
2005,47134,200547134,0,1,1,3,3
2005,47134,200547134,0,1,1,3,3
2005,47134,200547134,0,1,1,3,3
2005,47134,200547134,0,1,1,3,3
2005,47134,200547134,0,1,1,3,3
2005,47134,200547134,0,1,1,3,3
2005,47134,200547134,0,1,1,3,3
2005,47134,200547134,0,1,1,3,3
2005,47134,200547134,0,1,1,3,3
2005,47134,200547134,0,1,1,3,3
2005,47134,200547134,0,1,1,3,3
2005,47134,200547134,0,1,1,3,3
2005,47134,200547134,0,1,1,3,3
2005,47134,200547134,0,1,1,3,3
2005,48055,200548055,0,1,1,3,3
2005,48055,200548055,0,1,1,3,3
2005,48055,200548055,0,1,1,3,3
2006,13011,200613011,0,1,1,2,3
2006,13072,200613072,0,1,1,3,3
2006,13072,200613072,0,1,1,3,3
2006,13072,200613072,0,1,1,3,3
2006,13072,200613072,0,1,1,3,3
2006,13096,200613096,0,1,1,3,3
2006,20068,200620068,0,1,1,2,2
2006,21060,200621060,0,1,1,2,3
2006,21062,200621062,0,1,1,3,3
2006,29072,200629072,0,1,1,3,2
2006,29072,200629072,0,1,1,3,2
2006,29072,200629072,0,1,1,3,2
2006,29072,200629072,0,1,1,3,2
2006,29072,200629072,0,1,1,3,2
2006,29078,200629078,4,0,1,3,2
2006,29079,200629079,0,1,1,2,2
2006,29165,200629165,0,1,0,3,2
2006,33028,200633028,0,0,1,3,1
2006,33028,200633028,0,0,1,3,1
2006,33028,200633028,0,0,1,3,1
2006,33028,200633028,0,0,1,3,1
2006,34084,200634084,0,1,0,3,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34099,200634099,0,1,1,2,1
2006,34123,200634123,0,1,1,1,1
2006,34123,200634123,0,1,1,1,1
2006,36133,200636133,0,1,0,3,1
2006,36201,200636201,0,1,1,3,1
2006,36201,200636201,0,1,1,3,1
2006,36201,200636201,0,1,1,3,1
2006,36201,200636201,0,1,1,3,1
2006,36201,200636201,0,1,1,3,1
2006,36201,200636201,0,1,1,3,1
2006,36201,200636201,0,1,1,3,1
2006,36201,200636201,0,1,1,3,1
2006,36201,200636201,0,1,1,3,1
2006,36201,200636201,0,1,1,3,1
2006,36201,200636201,0,1,1,3,1
2006,36201,200636201,0,1,1,3,1
2006,36201,200636201,0,1,1,3,1
2006,36201,200636201,0,1,1,3,1
2006,36341,200636341,0,1,1,3,1
2006,36341,200636341,0,1,1,3,1
2006,36341,200636341,0,1,1,3,1
2006,37088,200637088,0,1,1,3,3
2006,37088,200637088,0,1,1,3,3
2006,37088,200637088,0,1,1,3,3
2006,37088,200637088,0,1,1,3,3
2006,37088,200637088,0,1,1,3,3
2006,37088,200637088,0,1,1,3,3
2006,37088,200637088,0,1,1,3,3
2006,37088,200637088,0,1,1,3,3
2006,37088,200637088,0,1,1,3,3
2006,37088,200637088,0,1,1,3,3
2006,37088,200637088,0,1,1,3,3
2006,37088,200637088,0,1,1,3,3
2006,37088,200637088,0,1,1,3,3
2006,41051,200641051,0,1,1,3,4
2006,41051,200641051,0,1,1,3,4
2006,47033,200647033,0,1,1,2,3
2006,47033,200647033,0,1,1,2,3
2006,47033,200647033,0,1,1,2,3
2006,47033,200647033,0,1,1,2,3
2006,47033,200647033,0,1,1,2,3
2006,47125,200647125,2,1,0,3,3
2006,47134,200647134,0,1,1,3,3
2006,47134,200647134,0,1,1,3,3
2006,47134,200647134,0,1,1,3,3
2006,47134,200647134,0,1,1,3,3
2006,47134,200647134,0,1,1,3,3
2006,47134,200647134,0,1,1,3,3
2006,47134,200647134,0,1,1,3,3
2006,47134,200647134,0,1,1,3,3
2006,47134,200647134,0,1,1,3,3
2006,47134,200647134,0,1,1,3,3
2006,47134,200647134,0,1,1,3,3
2006,47134,200647134,0,1,1,3,3
2006,47134,200647134,0,1,1,3,3
2006,47134,200647134,0,1,1,3,3
2006,47134,200647134,0,1,1,3,3
2006,48003,200648003,0,1,1,3,3
2006,48003,200648003,0,1,1,3,3
2006,48003,200648003,0,1,1,3,3
2006,48143,200648143,3,1,0,3,3
2006,48143,200648143,3,1,0,3,3
2006,48143,200648143,3,1,0,3,3
2006,48143,200648143,3,1,0,3,3
2006,48143,200648143,3,1,0,3,3
2006,48143,200648143,3,1,0,3,3
2006,48143,200648143,3,1,0,3,3
2006,48143,200648143,3,1,0,3,3
2006,48143,200648143,3,1,0,3,3
2006,48143,200648143,3,1,0,3,3
2006,48143,200648143,3,1,0,3,3
2006,48143,200648143,3,1,0,3,3
2006,48143,200648143,3,1,0,3,3
2006,48143,200648143,3,1,0,3,3
2006,48227,200648227,0,1,1,3,3
2007,12007,200712007,0,1,1,3,3
2007,12007,200712007,0,1,1,3,3
2007,12007,200712007,0,1,1,3,3
2007,12007,200712007,0,1,1,3,3
2007,12007,200712007,0,1,1,3,3
2007,12007,200712007,0,1,1,3,3
2007,12007,200712007,0,1,1,3,3
2007,12007,200712007,0,1,1,3,3
2007,12007,200712007,0,1,1,3,3
2007,12155,200712155,0,1,1,1,3
2007,12155,200712155,0,1,1,1,3
2007,12337,200712337,1,1,0,3,3
2007,24042,200724042,0,1,1,1,3
2007,24068,200724068,0,1,1,2,3
2007,25051,200725051,0,1,1,3,1
2007,25069,200725069,0,1,1,3,1
2007,25069,200725069,0,1,1,3,1
2007,25069,200725069,0,1,1,3,1
2007,25069,200725069,0,1,1,3,1
2007,25069,200725069,0,1,1,3,1
2007,25069,200725069,0,1,1,3,1
2007,25069,200725069,0,1,1,3,1
2007,25069,200725069,0,1,1,3,1
2007,25069,200725069,0,1,1,3,1
2007,25069,200725069,0,1,1,3,1
2007,25069,200725069,0,1,1,3,1
2007,25069,200725069,0,1,1,3,1
2007,25069,200725069,0,1,1,3,1
2007,25069,200725069,0,1,1,3,1
2007,25069,200725069,0,1,1,3,1
2007,25069,200725069,0,1,1,3,1
2007,26047,200726047,4,0,0,3,2
2007,26149,200726149,0,1,1,3,2
2007,26149,200726149,0,1,1,3,2
2007,26149,200726149,0,1,1,3,2
2007,26149,200726149,0,1,1,3,2
2007,26149,200726149,0,1,1,3,2
2007,26149,200726149,0,1,1,3,2
2007,26149,200726149,0,1,1,3,2
2007,26149,200726149,0,1,1,3,2
2007,26149,200726149,0,1,1,3,2
2007,26149,200726149,0,1,1,3,2
2007,26149,200726149,0,1,1,3,2
2007,26149,200726149,0,1,1,3,2
2007,26149,200726149,0,1,1,3,2
2007,26149,200726149,0,1,1,3,2
2007,26149,200726149,0,1,1,3,2
2007,27112,200727112,0,1,1,2,2
2007,34035,200734035,0,1,1,3,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,34099,200734099,0,1,1,2,1
2007,36055,200736055,0,1,1,3,1
2007,36064,200736064,0,1,1,3,1
2007,36152,200736152,0,1,1,2,1
2007,36186,200736186,0,1,1,2,1
2007,36233,200736233,0,1,1,3,1
2007,37022,200737022,0,1,1,3,3
2007,37022,200737022,0,1,1,3,3
2007,37022,200737022,0,1,1,3,3
2007,37022,200737022,0,1,1,3,3
2007,37022,200737022,0,1,1,3,3
2007,37022,200737022,0,1,1,3,3
2007,37022,200737022,0,1,1,3,3
2007,37059,200737059,1,1,0,3,3
2007,45025,200745025,0,1,1,2,3
2007,48003,200748003,0,1,1,3,3
2007,48003,200748003,0,1,1,3,3
2007,48003,200748003,0,1,1,3,3
2007,48003,200748003,0,1,1,3,3
2007,48003,200748003,0,1,1,3,3
2008,12007,200812007,0,1,1,3,3
2008,12007,200812007,0,1,1,3,3
2008,12007,200812007,0,1,1,3,3
2008,12007,200812007,0,1,1,3,3
2008,12320,200812320,0,1,1,3,3
2008,13011,200813011,0,1,1,3,3
2008,13021,200813021,0,1,1,3,3
2008,21062,200821062,0,1,1,3,3
2008,21062,200821062,0,1,1,3,3
2008,21062,200821062,0,1,1,3,3
2008,22088,200822088,0,1,1,2,3
2008,22088,200822088,0,1,1,2,3
2008,22088,200822088,0,1,1,2,3
2008,25051,200825051,0,1,1,3,1
2008,25101,200825101,0,1,1,3,1
2008,25101,200825101,0,1,1,3,1
2008,25101,200825101,0,1,1,3,1
2008,25101,200825101,0,1,1,3,1
2008,25101,200825101,0,1,1,3,1
2008,25101,200825101,0,1,1,3,1
2008,26006,200826006,0,1,1,3,2
2008,26006,200826006,0,1,1,3,2
2008,26155,200826155,0,1,1,3,2
2008,26155,200826155,0,1,1,3,2
2008,27108,200827108,0,1,1,3,2
2008,27108,200827108,0,1,1,3,2
2008,27108,200827108,0,1,1,3,2
2008,27108,200827108,0,1,1,3,2
2008,27108,200827108,0,1,1,3,2
2008,27108,200827108,0,1,1,3,2
2008,27108,200827108,0,1,1,3,2
2008,27108,200827108,0,1,1,3,2
2008,27108,200827108,0,1,1,3,2
2008,27108,200827108,0,1,1,3,2
2008,27108,200827108,0,1,1,3,2
2008,27108,200827108,0,1,1,3,2
2008,27108,200827108,0,1,1,3,2
2008,27108,200827108,0,1,1,3,2
